,tablename,join,predicate,estimate,actual
44,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,father,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.248
45,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,father,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
46,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,blind-date,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.248
47,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,helicopter,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.248
48,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,blind-date,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.248
49,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,teen,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.276
50,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,lesbian,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
51,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,lesbian,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
52,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],k.keyword,=,ghost,ct.kind,=,productioncompanies",171.5,171.352
53,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gr],k.keyword,=,number-in-title,ct.kind,=,productioncompanies",171.5,172.012
54,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gr],k.keyword,=,tv-magazine,ct.kind,=,productioncompanies",171.5,152.848
55,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,stand-up-comedy,cn.country_code,=,[gr],ct.kind,=,productioncompanies",171.5,170.96
56,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,stand-up-comedy,cn.country_code,=,[gr],ct.kind,=,productioncompanies",171.5,170.448
57,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,friendship,ct.kind,=,productioncompanies,cn.country_code,=,[de]",171.5,171.78
58,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,helicopter,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.252
59,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,character-name-in-title,cn.country_code,=,[de]",171.5,157.332
60,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,bound-and-gagged,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
61,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,george-w.-bush,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
62,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,secretary-of-state,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
63,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,red-haired-twins,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
64,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,number-in-title,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
65,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,number-in-title,cn.country_code,=,[de]",171.5,171.732
66,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,number-in-title,cn.country_code,=,[de]",171.5,171.804
67,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,non-fiction,cn.country_code,=,[de]",171.5,171.368
68,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,non-fiction,cn.country_code,=,[de]",171.5,171.288
69,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,helicopter,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
70,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,number-in-title,cn.country_code,=,[dk]",171.5,172.252
71,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,non-fiction,cn.country_code,=,[dk]",171.5,170.776
72,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,non-fiction,cn.country_code,=,[dk]",171.5,170.344
73,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,non-fiction,cn.country_code,=,[dk]",171.5,171.576
74,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,non-fiction,cn.country_code,=,[dk]",171.5,154.176
75,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","ct.kind,=,productioncompanies,k.keyword,=,character-name-in-title,cn.country_code,=,[de]",171.5,174.028
76,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[us],k.keyword,=,time-in-title,ct.kind,=,productioncompanies",251.248,251.248
77,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[fi],k.keyword,=,sketch-comedy,ct.kind,=,productioncompanies",171.5,171.052
78,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[fi],k.keyword,=,number-in-title,ct.kind,=,productioncompanies",171.5,171.796
79,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],k.keyword,=,character-name-in-title,ct.kind,=,productioncompanies",171.5,173.268
80,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,helicopter,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
81,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],k.keyword,=,character-name-in-title,ct.kind,=,productioncompanies",171.5,174.228
82,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,literature,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.248
